ID,duration,wav,wav_format,wav_opts
noise-free-sound-0017_185,7.8773125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0017.wav,wav,
noise-free-sound-0478_186,8.5195,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0478.wav,wav,
noise-free-sound-0361_187,7.7390625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0361.wav,wav,
noise-free-sound-0795_188,45.814125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0795.wav,wav,
noise-free-sound-0285_189,4.0925,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0285.wav,wav,
noise-free-sound-0171_190,4.6293125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0171.wav,wav,
noise-free-sound-0434_191,21.528,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0434.wav,wav,
noise-free-sound-0806_192,11.78125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0806.wav,wav,
noise-free-sound-0777_193,6.9224375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0777.wav,wav,
noise-free-sound-0316_194,11.1455625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0316.wav,wav,
noise-free-sound-0154_195,62.464,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0154.wav,wav,
noise-free-sound-0103_196,5.2381875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0103.wav,wav,
noise-free-sound-0652_197,5.69925,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0652.wav,wav,
noise-free-sound-0044_198,4.5975625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0044.wav,wav,
noise-free-sound-0189_199,6.8401875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0189.wav,wav,
noise-free-sound-0024_200,19.7790625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0024.wav,wav,
noise-free-sound-0409_201,8.6186875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0409.wav,wav,
noise-free-sound-0008_202,20.8050625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0008.wav,wav,
noise-free-sound-0265_203,1.3325625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0265.wav,wav,
noise-free-sound-0119_204,70.728,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0119.wav,wav,
noise-free-sound-0242_205,23.0038125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0242.wav,wav,
noise-free-sound-0224_206,12.8044375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0224.wav,wav,
noise-free-sound-0442_207,76.0721875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0442.wav,wav,
noise-free-sound-0031_208,35.4743125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0031.wav,wav,
noise-free-sound-0159_209,5.216,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0159.wav,wav,
noise-free-sound-0473_210,9.11675,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0473.wav,wav,
noise-free-sound-0071_211,9.3919375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0071.wav,wav,
noise-free-sound-0323_212,10.73175,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0323.wav,wav,
noise-free-sound-0472_213,94.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0472.wav,wav,
noise-free-sound-0687_214,20.8020625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0687.wav,wav,
noise-free-sound-0165_215,33.837375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0165.wav,wav,
noise-free-sound-0542_216,8.224,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0542.wav,wav,
noise-free-sound-0412_217,2.624875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0412.wav,wav,
noise-free-sound-0518_218,18.7820625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0518.wav,wav,
noise-free-sound-0519_219,33.5935,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0519.wav,wav,
noise-free-sound-0066_220,60.9436875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0066.wav,wav,
noise-free-sound-0626_221,1.3235625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0626.wav,wav,
noise-free-sound-0606_222,88.84,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0606.wav,wav,
noise-free-sound-0193_223,4.004,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0193.wav,wav,
noise-free-sound-0516_224,1.0991875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0516.wav,wav,
noise-free-sound-0786_225,19.8,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0786.wav,wav,
noise-free-sound-0668_226,4.022875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0668.wav,wav,
noise-free-sound-0582_227,1.4744375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0582.wav,wav,
noise-free-sound-0656_228,4.884875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0656.wav,wav,
noise-free-sound-0636_229,31.3991875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0636.wav,wav,
noise-free-sound-0492_230,20.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0492.wav,wav,
noise-free-sound-0240_231,26.2261875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0240.wav,wav,
noise-free-sound-0493_232,14.02775,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0493.wav,wav,
noise-free-sound-0418_233,40.99575,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0418.wav,wav,
noise-free-sound-0674_234,31.131875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0674.wav,wav,
noise-free-sound-0740_235,64.0714375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0740.wav,wav,
noise-free-sound-0381_236,44.2775625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0381.wav,wav,
noise-free-sound-0785_237,26.919875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0785.wav,wav,
noise-free-sound-0641_238,35.1346875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0641.wav,wav,
noise-free-sound-0629_239,3.5,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0629.wav,wav,
noise-free-sound-0168_240,1.344,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0168.wav,wav,
noise-free-sound-0179_241,2.813,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0179.wav,wav,
noise-free-sound-0038_242,0.9133125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0038.wav,wav,
noise-free-sound-0215_243,6.4375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0215.wav,wav,
noise-free-sound-0476_244,9.5608125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0476.wav,wav,
noise-free-sound-0069_245,2.5714375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0069.wav,wav,
noise-free-sound-0060_246,1.044875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0060.wav,wav,
noise-free-sound-0522_247,79.2853125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0522.wav,wav,
noise-free-sound-0580_248,135.68,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0580.wav,wav,
noise-free-sound-0603_249,7.3740625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0603.wav,wav,
noise-free-sound-0818_250,57.678375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0818.wav,wav,
noise-free-sound-0279_251,17.3333125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0279.wav,wav,
noise-free-sound-0370_252,72.2546875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0370.wav,wav,
noise-free-sound-0826_253,11.18175,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0826.wav,wav,
noise-free-sound-0065_254,6.9753125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0065.wav,wav,
noise-free-sound-0709_255,31.85775,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0709.wav,wav,
noise-free-sound-0670_256,4.7600625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0670.wav,wav,
noise-free-sound-0405_257,2.306875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0405.wav,wav,
noise-free-sound-0332_258,3.625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0332.wav,wav,
noise-free-sound-0543_259,4.356,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0543.wav,wav,
noise-free-sound-0505_260,9.373875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0505.wav,wav,
noise-free-sound-0820_261,18.450875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0820.wav,wav,
noise-free-sound-0482_262,13.5314375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0482.wav,wav,
noise-free-sound-0238_263,13.944,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0238.wav,wav,
noise-free-sound-0796_264,10.24,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0796.wav,wav,
noise-free-sound-0459_265,40.3069375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0459.wav,wav,
noise-free-sound-0485_266,10.8930625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0485.wav,wav,
noise-free-sound-0294_267,6.5875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0294.wav,wav,
noise-free-sound-0005_268,21.1853125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0005.wav,wav,
noise-free-sound-0827_269,0.548,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0827.wav,wav,
noise-free-sound-0114_270,99.9298125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0114.wav,wav,
noise-free-sound-0524_271,22.6495,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0524.wav,wav,
noise-free-sound-0558_272,8.38575,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0558.wav,wav,
noise-free-sound-0730_273,1.489,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0730.wav,wav,
noise-free-sound-0297_274,1.799,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0297.wav,wav,
noise-free-sound-0124_275,5.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0124.wav,wav,
noise-free-sound-0566_276,6.1883125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0566.wav,wav,
noise-free-sound-0441_277,45.568,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0441.wav,wav,
noise-free-sound-0601_278,4.239875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0601.wav,wav,
noise-free-sound-0676_279,2.1630625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0676.wav,wav,
noise-free-sound-0149_280,1.7618125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0149.wav,wav,
noise-free-sound-0288_281,59.688,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0288.wav,wav,
noise-free-sound-0169_282,2.304,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0169.wav,wav,
noise-free-sound-0195_283,4.2959375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0195.wav,wav,
noise-free-sound-0735_284,21.81225,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0735.wav,wav,
noise-free-sound-0708_285,63.0595625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0708.wav,wav,
noise-free-sound-0571_286,7.1314375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0571.wav,wav,
noise-free-sound-0572_287,123.4285625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0572.wav,wav,
noise-free-sound-0204_288,6.381375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0204.wav,wav,
noise-free-sound-0450_289,16.1713125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0450.wav,wav,
noise-free-sound-0292_290,17.97225,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0292.wav,wav,
noise-free-sound-0598_291,57.920125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0598.wav,wav,
noise-free-sound-0380_292,0.144,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0380.wav,wav,
noise-free-sound-0436_293,51.2120625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0436.wav,wav,
noise-free-sound-0079_294,6.0005625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0079.wav,wav,
noise-free-sound-0506_295,24.58125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0506.wav,wav,
noise-free-sound-0115_296,2.577125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0115.wav,wav,
noise-free-sound-0767_297,29.6385625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0767.wav,wav,
noise-free-sound-0359_298,18.3078125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0359.wav,wav,
noise-free-sound-0176_299,2.9843125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0176.wav,wav,
noise-free-sound-0250_300,8.6204375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0250.wav,wav,
noise-free-sound-0778_301,18.2613125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0778.wav,wav,
noise-free-sound-0504_302,58.0034375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0504.wav,wav,
noise-free-sound-0142_303,38.99975,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0142.wav,wav,
noise-free-sound-0058_304,2.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0058.wav,wav,
noise-free-sound-0497_305,302.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0497.wav,wav,
noise-free-sound-0390_306,15.7635,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0390.wav,wav,
noise-free-sound-0388_307,4.382375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0388.wav,wav,
noise-free-sound-0628_308,29.0220625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0628.wav,wav,
noise-free-sound-0133_309,0.5209375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0133.wav,wav,
noise-free-sound-0117_310,33.6573125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0117.wav,wav,
noise-free-sound-0105_311,306.4163125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0105.wav,wav,
noise-free-sound-0278_312,37.59825,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0278.wav,wav,
noise-free-sound-0275_313,12.096,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0275.wav,wav,
noise-free-sound-0352_314,10.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0352.wav,wav,
noise-free-sound-0791_315,9.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0791.wav,wav,
noise-free-sound-0130_316,38.8701875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0130.wav,wav,
noise-free-sound-0744_317,1.044875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0744.wav,wav,
noise-free-sound-0685_318,43.8785625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0685.wav,wav,
noise-free-sound-0046_319,4.62075,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0046.wav,wav,
noise-free-sound-0257_320,5.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0257.wav,wav,
noise-free-sound-0769_321,25.761625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0769.wav,wav,
noise-free-sound-0186_322,2.8361875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0186.wav,wav,
noise-free-sound-0724_323,0.9109375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0724.wav,wav,
noise-free-sound-0578_324,19.35675,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0578.wav,wav,
noise-free-sound-0686_325,15.6038125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0686.wav,wav,
noise-free-sound-0498_326,5.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0498.wav,wav,
noise-free-sound-0839_327,2.1420625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0839.wav,wav,
noise-free-sound-0609_328,10.161625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0609.wav,wav,
noise-free-sound-0136_329,0.625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0136.wav,wav,
noise-free-sound-0531_330,46.7388125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0531.wav,wav,
noise-free-sound-0328_331,0.7181875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0328.wav,wav,
noise-free-sound-0210_332,5.6723125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0210.wav,wav,
noise-free-sound-0244_333,118.8401875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0244.wav,wav,
noise-free-sound-0592_334,32.875125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0592.wav,wav,
noise-free-sound-0545_335,31.07325,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0545.wav,wav,
noise-free-sound-0836_336,64.896,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0836.wav,wav,
noise-free-sound-0074_337,17.24,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0074.wav,wav,
noise-free-sound-0696_338,29.570625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0696.wav,wav,
noise-free-sound-0362_339,12.875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0362.wav,wav,
noise-free-sound-0325_340,1.6456875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0325.wav,wav,
noise-free-sound-0384_341,178.211375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0384.wav,wav,
noise-free-sound-0503_342,5.0648125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0503.wav,wav,
noise-free-sound-0614_343,30.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0614.wav,wav,
noise-free-sound-0602_344,4.125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0602.wav,wav,
noise-free-sound-0397_345,45.328,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0397.wav,wav,
noise-free-sound-0160_346,34.325375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0160.wav,wav,
noise-free-sound-0300_347,6.112625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0300.wav,wav,
noise-free-sound-0178_348,4.884625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0178.wav,wav,
noise-free-sound-0694_349,19.8465,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0694.wav,wav,
noise-free-sound-0228_350,16.6486875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0228.wav,wav,
noise-free-sound-0773_351,9.045375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0773.wav,wav,
noise-free-sound-0834_352,17.0666875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0834.wav,wav,
noise-free-sound-0816_353,1.324625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0816.wav,wav,
noise-free-sound-0675_354,8.7690625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0675.wav,wav,
noise-free-sound-0732_355,31.73875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0732.wav,wav,
noise-free-sound-0480_356,35.2898125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0480.wav,wav,
noise-free-sound-0144_357,25.54775,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0144.wav,wav,
noise-free-sound-0312_358,1.513,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0312.wav,wav,
noise-free-sound-0830_359,0.9581875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0830.wav,wav,
noise-free-sound-0080_360,30.374625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0080.wav,wav,
noise-free-sound-0358_361,21.24625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0358.wav,wav,
noise-free-sound-0042_362,319.5559375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0042.wav,wav,
noise-free-sound-0461_363,53.3406875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0461.wav,wav,
noise-free-sound-0579_364,17.2660625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0579.wav,wav,
noise-free-sound-0010_365,8.2415625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0010.wav,wav,
noise-free-sound-0372_366,22.88875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0372.wav,wav,
noise-free-sound-0664_367,15.647375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0664.wav,wav,
noise-free-sound-0073_368,124.5685625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0073.wav,wav,
noise-free-sound-0379_369,6.9893125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0379.wav,wav,
